#F /home/beams2/MWYMAN/.ipython-bluesky/profile_bluesky/startup/20220215-151319.dat
#E 1644959599
#D Tue Feb 15 15:13:19 2022
#C Bluesky  user = mwyman  host = ravioli.xray.aps.anl.gov
#O0 
#o0 

#S 79  scan(detectors=['simDet'], num=33, args='['m1', -80, 80]', per_step='None')
#D Tue Feb 15 15:16:43 2022
#C Tue Feb 15 15:16:43 2022.  plan_type = generator
#C Tue Feb 15 15:16:43 2022.  uid = 72213b60-a55c-4510-b357-95add213d54d
#MD uid = 72213b60-a55c-4510-b357-95add213d54d
#MD beamline_id = 100-ID
#MD detectors = ['simDet']
#MD instrument_name = Ravioli
#MD login_id = mwyman@ravioli.xray.aps.anl.gov
#MD motors = ('m1',)
#MD num_intervals = 32
#MD num_points = 33
#MD pid = 3184819
#MD plan_pattern = inner_product
#MD plan_pattern_args = {'num': 33, 'args': ["EpicsMotor(prefix='100idWYM:m1', name='m1', settle_time=0.0, timeout=None, read_attrs=['user_readback', 'user_setpoint'], configuration_attrs=['user_offset', 'user_offset_dir', 'velocity', 'acceleration', 'motor_egu'])", -80, 80]}
#MD plan_pattern_module = bluesky.plan_patterns
#MD proposal_id = commissioning
#MD versions = {'apstools': '1.5.2', 'bluesky': '1.8.0', 'databroker': '1.2.3', 'epics': '3.5.0', 'h5py': '3.2.1', 'matplotlib': '3.4.2', 'numpy': '1.20.3', 'ophyd': '1.6.2', 'pyRestTable': '2020.0.3', 'spec2nexus': '2021.1.8'}
#P0 
#N 8
#L m1  Epoch_float  Epoch  m1_user_setpoint  simDet_stats1_max_value  simDet_stats1_min_value  simDet_stats1_total  simDet
-80.0 10.697114944458008 11 -80.0 500.0 0.0 7628937.0 0
-75.0 13.063962697982788 13 -75.0 500.0 0.0 7628937.0 0
-70.0 14.889366626739502 15 -70.0 500.0 0.0 7628937.0 0
-65.0 16.705695152282715 17 -65.0 500.0 0.0 7628937.0 0
-60.0 18.50615954399109 19 -60.0 500.0 0.0 7628937.0 0
-55.0 20.30534029006958 20 -55.0 500.0 0.0 7628937.0 0
-50.0 22.111943006515503 22 -50.0 500.0 0.0 7628937.0 0
-45.0 23.913114309310913 24 -45.0 500.0 0.0 7628937.0 0
-40.0 25.710979461669922 26 -40.0 500.0 0.0 7628937.0 0
-35.0 27.513264179229736 28 -35.0 500.0 0.0 7628937.0 0
-30.0 29.318899154663086 29 -30.0 500.0 0.0 7628937.0 0
-25.0 31.127264738082886 31 -25.0 500.0 0.0 7628937.0 0
-20.0 32.94000482559204 33 -20.0 500.0 0.0 7628937.0 0
-15.0 34.73711919784546 35 -15.0 500.0 0.0 7628937.0 0
-10.0 36.527594804763794 37 -10.0 500.0 0.0 7628937.0 0
-5.0 38.35219097137451 38 -5.0 500.0 0.0 7628937.0 0
0.0 40.14722490310669 40 0.0 500.0 0.0 7628937.0 0
5.0 41.945066690444946 42 5.0 500.0 0.0 7628937.0 0
10.0 43.74095797538757 44 10.0 500.0 0.0 7628937.0 0
15.0 45.548988580703735 46 15.0 500.0 0.0 7628937.0 0
20.0 47.37307643890381 47 20.0 500.0 0.0 7628937.0 0
25.0 49.167136669158936 49 25.0 500.0 0.0 7628937.0 0
30.0 50.95843505859375 51 30.0 500.0 0.0 7628937.0 0
35.0 52.77244448661804 53 35.0 500.0 0.0 7628937.0 0
40.0 54.5727698802948 55 40.0 500.0 0.0 7628937.0 0
45.0 56.37283253669739 56 45.0 500.0 0.0 7628937.0 0
50.0 58.160606145858765 58 50.0 500.0 0.0 7628937.0 0
55.0 59.96757936477661 60 55.0 500.0 0.0 7628937.0 0
60.0 61.76259970664978 62 60.0 500.0 0.0 7628937.0 0
65.0 63.575212717056274 64 65.0 500.0 0.0 7628937.0 0
70.0 65.39415431022644 65 70.0 500.0 0.0 7628937.0 0
75.0 67.17750263214111 67 75.0 500.0 0.0 7628937.0 0
80.0 68.98902487754822 69 80.0 500.0 0.0 7628937.0 0
#C Tue Feb 15 15:17:52 2022.  num_events_primary = 33
#C Tue Feb 15 15:17:52 2022.  exit_status = success
